,raw_rate,fidelity,fidelity_err,key_per_time,key_per_time_err
0.019047619047619046,0.0039634631842828,0.9194699887516916,2.6278369859528148e-05,0.0017687923354883,7.697565827788404e-07
0.02373015873015873,0.0073228420153062,0.9136380972309344,3.216089168066602e-05,0.0031054431521803,1.7323359832559478e-06
0.028412698412698414,0.0119261277865652,0.907882973155128,3.7952453341221664e-05,0.0048051994625224,3.315378156507575e-06
0.033095238095238094,0.0180049917346686,0.9021869572500189,4.3634475588848674e-05,0.00688950302326,5.732819894333953e-06
0.03777777777777777,0.0251333658689162,0.8966559611992239,4.9220640362217774e-05,0.0091375772632734,8.996564792664633e-06
0.042460317460317455,0.0341584771754316,0.8913452449439841,5.461055614394021e-05,0.0118109325766382,1.3525495197215671e-05
0.04714285714285714,0.0443668432106293,0.8860716637776094,5.980265397972457e-05,0.0145780937058931,1.9184798478170815e-05
0.05182539682539682,0.0562673424056258,0.8808431001618895,6.467557212695402e-05,0.0175549184155107,2.6246147224241227e-05
0.0565079365079365,0.0691243262422163,0.8758185130494397,6.954006792895931e-05,0.0204921437387528,3.458885311320709e-05
0.061190476190476184,0.0837942668947578,0.8707710626178164,7.45114315834411e-05,0.0235652393731975,4.4829509759808265e-05
0.06587301587301587,0.098938011082632,0.8660761518628078,7.926885192902456e-05,0.0264555837103741,5.620358740810888e-05
0.07055555555555555,0.1167457547580963,0.8612941387705979,8.362197015633757e-05,0.0296094185904513,6.983293423446002e-05
0.07523809523809524,0.1332990132780538,0.856510677313943,8.807434205487664e-05,0.032012381471688,8.38332968682803e-05
0.07992063492063492,0.1524217967630161,0.8521047990216648,9.260170398930846e-05,0.0347542263324745,0.0001006331687592
0.0846031746031746,0.1718024932212566,0.847663698180704,9.681248691463588e-05,0.037113452664708,0.0001184120086933
0.08928571428571429,0.193167000520044,0.8431312047041376,0.0001006053606684,0.039413396492525,0.0001381544137215
0.09396825396825396,0.2140419761000793,0.8389329877292031,0.0001045837021416,0.0413433823131843,0.0001589351825707
0.09865079365079366,0.237006626554032,0.8346924958738209,0.0001088759072939,0.0432234794511224,0.0001829837890763
0.10333333333333333,0.2581140098959925,0.8305278198765467,0.0001118323481812,0.0443909240616785,0.0002044527148535
0.10801587301587301,0.2829421937639555,0.8267632634041107,0.0001156442396038,0.0460505462579483,0.0002315231372005
0.1126984126984127,0.3066899738065223,0.8224486113121718,0.0001192593185642,0.046731080459233,0.0002585099701183
0.11738095238095238,0.3325720794504002,0.818592468058796,0.0001228450652225,0.0476445159520534,0.0002884756350527
0.12206349206349205,0.355763783899316,0.8148331096349476,0.0001264013548442,0.0478601591085166,0.0003172367240789
0.12674603174603175,0.3807810465180739,0.8114273287598949,0.0001291547012959,0.0482610249917809,0.0003466635215936
0.13142857142857142,0.4053518658110742,0.807561890095534,0.0001320055270033,0.047850995840818,0.0003768467455281
0.1361111111111111,0.4293801237028376,0.8041304435264904,0.0001360201665322,0.0474271047469545,0.0004110142303748
0.14079365079365078,0.4540221057627004,0.8008372761011374,0.0001392036317447,0.0468896955990721,0.0004444596770564
0.14547619047619048,0.4803791429269721,0.7972182046664582,0.0001421191301691,0.0458801314304306,0.0004797487363116
0.15015873015873016,0.5073376765443433,0.793748439155059,0.0001440657664087,0.0447358973930595,0.0005132511699587
0.15484126984126984,0.5305751425848744,0.7905243446499233,0.0001471804802933,0.0432247600391557,0.0005480160115309
0.1595238095238095,0.5559709195853221,0.7874281888499671,0.0001502480359133,0.0417616082629627,0.0005858665586305
0.1642063492063492,0.5859305720555139,0.7839055989804516,0.0001527472764111,0.0398394443506245,0.0006272941503958
0.1688888888888889,0.6083942160866197,0.7812081446712644,0.000155721107576,0.0380953186154161,0.0006636977011921
0.17357142857142857,0.6303472295425698,0.7778745652842141,0.0001580752864207,0.0353376925368158,0.0006976273098151
0.17825396825396825,0.6568823858461642,0.77505113152537,0.000160488469519,0.0332285676936099,0.0007377303916108
0.18293650793650792,0.6805071956322051,0.7722052245934607,0.0001633951189947,0.0307159557785839,0.0007777276989758
0.1876190476190476,0.7030289095956168,0.7694468990952494,0.0001652610551056,0.0280670890399659,0.0008122689254465
0.1923015873015873,0.7289999558123902,0.7661660263085834,0.0001676905403551,0.0246450008944663,0.0008542011710563
0.19698412698412698,0.7523551550831263,0.763390528891696,0.0001697788639526,0.0215953213327901,0.0008921518720833
0.20166666666666666,0.7787547210110936,0.7608153100318155,0.0001720168352032,0.0187110226914014,0.0009352538129795
0.20634920634920634,0.7948359567503298,0.7582410834566112,0.0001745081776252,0.0154255052857355,0.0009680106072516
0.21103174603174601,0.8206735119490617,0.7554524380938262,0.000176934067129,0.0118706417113637,0.0010129479439042
0.2157142857142857,0.8423215424342209,0.7532365900220106,0.0001784415240126,0.0089139526011826,0.0010481838629435
0.2203968253968254,0.8686765326796801,0.7505619275540405,0.0001808992578318,0.0051687523026708,0.0010954451903866
0.22507936507936507,0.8872572425011389,0.7483556268383365,0.0001826025991252,0.0019274846773952,0.0011290581279136
0.22976190476190475,0.908874024921582,0.7457359147219563,0.0001849413167747,-0.002056303771338,0.0011709512484011
0.23444444444444443,0.9337021114956262,0.7433699769117555,0.0001870494981826,-0.0058083298286801,0.0012162571811724
0.2391269841269841,0.9535468555402647,0.7411652182232283,0.0001886457642091,-0.00941103508313,0.0012523356370209
0.2438095238095238,0.9714718008513644,0.7391831319705067,0.0001906149764812,-0.0127429083424238,0.0012888570584588
0.2484920634920635,0.9953797307317228,0.7369072968673103,0.0001921194017665,-0.0167304977014391,0.0013306031818568
