,raw_rate,fidelity,fidelity_err,key_per_time,key_per_time_err
1000.0,397478.3970490109,0.9606131487020042,3.230243375872525e-08,257999.0857110228,0.1057058420434108
4476.190476190476,74230.15902081477,0.96044057992747,2.2000801182145518e-07,48114.99030052916,0.1344008413175174
7952.380952380952,34580.4088118896,0.960239339110502,4.784430238764804e-07,22378.21191002331,0.1360974706518171
11428.571428571428,20088.9388982295,0.960006831540654,7.873285255378808e-07,12975.927526920545,0.1300412548541256
14904.761904761905,12938.992122260655,0.959737819056137,1.208126861691308e-06,8339.514685983839,0.1284480049514997
18380.95238095238,8873.435814502267,0.9594253799065356,1.7716768202979628e-06,5704.792700861553,0.129091992174338
21857.142857142855,6299.860640781576,0.9590525632239696,2.516295829334215e-06,4038.097436342016,0.1300687169358982
25333.333333333332,4621.163985255209,0.9586234778863636,3.450135179004015e-06,2951.8870104892057,0.1307010858530657
28809.52380952381,3443.725959308661,0.9580940988741342,4.701382985868678e-06,2190.4417941112038,0.1325794442577871
32285.714285714286,2608.13261951961,0.9574695481022456,6.167495292184296e-06,1650.6632346777155,0.1315583823176027
35761.90476190476,2009.8633296380544,0.9567354818100504,7.984618371316094e-06,1264.5705931465277,0.1310629124272977
39238.09523809524,1555.755225790701,0.9558444992739848,1.0285200688934594e-05,971.9073014429628,0.1304615192074502
42714.28571428571,1219.0116655341255,0.9547918023591248,1.31078592987376e-05,755.1666632313534,0.1300272154295289
46190.47619047619,961.130960934467,0.9534989529537788,1.667196914340097e-05,589.3111017081782,0.1301014741662441
49666.666666666664,759.0302934606586,0.951900091082142,2.1047291673849465e-05,459.5152827377244,0.1293638147324085
53142.857142857145,604.4849801095532,0.9500056030033066,2.6588133482850587e-05,360.4913401266012,0.1297586924302501
56619.04761904762,485.3850226445168,0.9477741151439673,3.271691602000682e-05,284.3885874430448,0.1277878668742886
60095.23809523809,389.92937998471024,0.9450771514941916,4.038907081788688e-05,223.63179240715164,0.1262609916437019
63571.42857142857,314.8837826934761,0.9418770654794242,4.954306996279243e-05,176.07120598505327,0.1245622533688059
67047.61904761905,254.55867697107772,0.9380252479870412,5.9864122755372505e-05,138.05668307137725,0.1211331490459081
70523.80952380953,206.5439963841916,0.9334707140157624,7.224123700599743e-05,108.02955294683586,0.1180373875419656
74000.0,167.68828715407784,0.927815139335166,8.779558230978306e-05,83.8253535469126,0.115845081314012
77476.19047619047,136.90059388236554,0.9214259364986834,0.0001042625340805,64.99066022723875,0.1117110420855375
80952.38095238095,111.81991367716472,0.9140912394156318,0.0001221329263703,49.98617962228925,0.1062980530228161
84428.57142857142,91.4450864977903,0.905178384840846,0.0001443494280924,37.94061211253,0.1021401952482594
87904.76190476191,74.78867769991622,0.894992952358383,0.0001670576202676,28.42307341064142,0.0961087243030728
91380.95238095238,61.618994288484046,0.8836890964043644,0.0001912563014774,21.162362945482123,0.0901334422358823
94857.14285714286,50.569894028964285,0.8701901900744102,0.0002182473849184,15.28832408664194,0.0839050426498707
98333.33333333333,41.61955304937074,0.8553314319178452,0.0002454364943648,10.81996492757451,0.0772063643076562
101809.5238095238,34.44123200609976,0.839491101880462,0.0002726204684232,7.502894387167782,0.0705730499656767
105285.71428571429,28.389929676801856,0.8209592274507956,0.0002999680015742,4.888463732765608,0.0636425917661165
108761.90476190476,23.483228795508865,0.8013882627374209,0.0003234305210783,3.0007115549852745,0.0564484873817388
112238.09523809524,19.363440347320932,0.779807461311301,0.0003477557514364,1.6067826050327385,0.0497700155057331
115714.28571428571,16.038556716374632,0.7577280521084716,0.0003660217532733,0.6614815912148618,0.0431572053934941
119190.47619047618,13.31876860331373,0.7350866083010756,0.0003794143163238,0.0321987715169527,0.0369524837848704
122666.66666666667,11.052758958911236,0.7112715366831346,0.0003867429616956,-0.3796638853495068,0.0310873739842185
126142.85714285714,9.196083662510649,0.6878589279256141,0.0003879632088906,-0.6141215943130591,0.0258030407085286
129619.04761904762,7.624466518647026,0.6646944476831415,0.0003865151689261,-0.7279538351971613,0.0211901234852399
133095.2380952381,6.3453735863597895,0.641303583562574,0.0003772078396961,-0.7690454016420533,0.0171040644375056
136571.42857142858,5.265463819419007,0.6195334057397759,0.0003629843121102,-0.7506994430114263,0.0135675614015326
140047.61904761905,4.391458327794783,0.5989645560153452,0.0003439949741085,-0.7056660728057911,0.0106459621526491
143523.80952380953,3.668050892682425,0.5805374477168732,0.0003214867054116,-0.6441811181369416,0.0082441425517543
147000.0,3.0552061270055653,0.5630137394804454,0.0002956213955291,-0.576700342674584,0.0062579205937864
150476.19047619047,2.5515310194784457,0.5475879667061653,0.0002674405806519,-0.5104937298599664,0.0046807352163295
153952.38095238095,2.1292138397428846,0.5335612732593334,0.0002368742855731,-0.4480945246764953,0.0034205395739884
157428.57142857142,1.783726559185524,0.5221894205587092,0.0002116382053675,-0.3925456570292631,0.0025276644462452
160904.7619047619,1.4861471069290066,0.5119186646628606,0.0001837332213366,-0.341599852249249,0.0018020157040661
164380.95238095237,1.2420672262055688,0.5031317112581981,0.0001562503504571,-0.2982135151540783,0.0012600197333973
167857.14285714284,1.0398656249548457,0.4959797641164106,0.0001318117683834,-0.2611527616379492,0.0008736698269454
171333.33333333334,0.8710457349302929,0.4900704296983303,0.0001096163853195,-0.2294094444861883,0.0005961392750312
174809.52380952382,0.7308845559719872,0.4850310333615243,9.10916635802708e-05,-0.2025241095515382,0.0004061547784916
178285.7142857143,0.6089295825055471,0.480406719410232,7.426389457102399e-05,-0.1781548337922275,0.0002688212537503
